title,bedrooms,price,location,post_time
PET OK*2 BATHR.*LAUNDRY*GARAGE*SPACIOUS*EASTCHESTER SCH.*CLOSE TO RR**,2br,3150,scarsdale,8h ago
*ENORMOUS 1 BED 1 BATH W/ OFFICE ROOM IN BUSHWICK FOR A GREAT PRICE!*,1br,2500,bushwick,8h ago
"*IMMACULATE 3 BED 3 BATH IN CROWN HEIGHTS! LAUNDRY & ROOF, NO FEE!*",3br,3150,crown heights,8h ago
VERY UNIQUE 3BR APT IN BENSONHURST,3br,2800,brooklyn,8h ago
Luxury Penthouse Studio (SKY) No Fee,studio,5200,midtown west,8h ago
"Duplex 2Br, 2 Bath, Bell Blvd, Lirr",2br,2450,bayside,8h ago
"Chic urban living at Residences on Bedford! 1 bed, 1 bath available!",1br,1975,stamford,8h ago
Make your home with us! Lovely community with great style!,2br,3545,elmsford,8h ago
"""ULTIMATE APT!"" BEAUTIFUL(LUXURY)4BR/3BA-VIRT DM/ELV/GYM-WD UNIT-SS-DW",4br,17500,upper east side,8h ago
Large Two Bedroom Apartment_Elevator_Laundry_Close to All,2br,2500,east flatbush/brooklyn,8h ago
3 Bedroom Apt for rent,3br,2200,yonkers,8h ago
"""ABSOLUTE CLASS"" GORGEOUS GIGANTIC 1BR-DM/ELEV/LNDRY/GYM-DW-CENTRAL PK",1br,3800,upper east side,2/7
THIS IS A PEARL!! ELEV/LNDRY/LIVE IN SUPER-VIRT DM-DW-4 WINDOWS-SUNLIT,,2650,murray hill,2/7
"🌼 Beautiful Studio 🌼 W/D in Building  🌼 Great price, Great location",studio,1895,bushwick,2/7
"🌼 Beautiful 2bd/1Bath 🌼Great location, W/D in Building,",2br,2500,crown heights,2/7
🌼 Beautiful 1bd/1 Bath & Private outdoor Space 🔥 Prime location,1br,2850,clinton hill,2/7
🌼 Beautiful 2bd/1Bath & W/D in Building 🔥 Prime location,2br,2800,crown heights,2/7
"🌼 Beautiful 5bd/3Bath + Private Roof Deck  🌼Great location,",5br,4500,crown heights,2/7
"@ 1Fl renovated 3bed/2bath Apt w/i ""All Utilities/ Backyard"" @",3br,2600,"auburndale, ny",2/7
Hells Kitchen 3 Bedroom for A GREAT Price,3br,5495,midtown west,2/7
Great 1 Bedroom with Elevator,1br,2300,harlem / morningside,2/7
Luxury 1 Bed | 1 Bath - 1 MONTH FREE,1br,2500,maspeth,2/7
BRAND NEW 3 BEDROOM 2 BATHROOMS. HASA CITYFHEPS WELCOME,3br,3200,bronx,2/7
LARGE NEW 3 BEDROOM 2 BATHROOMS. CityFheps welcome,3br,3200,bronx,2/7
"Rarely avail. real 3BR/1bth nr R 46th St pets ok newly reno,3/1/23 mv",3br,2899,astoria,2/7
"@ 1Fl renovated 1bed/1bath Apt w/i ""All Utilities"" @",1br,1850,"fresh meadows, ny",2/7
Luxury 2 Bed | 2 Bath Apartment - 1 MONTH FREE!,2br,3050,maspeth,2/7
3BR Flex 4BR 1300sft. Pre-War Next To Brower Park,4br,3500,crown heights north historic district,2/7
**Brand new 4 bed/ 2 bath in Prime East Village w/ W/D avail NOW!**,4br,7995,east village,2/7
Luxury 2 Bed | 2 Bath Apartment - 1 MONTH FREE!,2br,3050,maspeth,2/7
"@ 1Fl new 1bed/1bath Apt w/i ""All Utilities"" in a newly built home @",1br,1900,"fresh meadows, ny",2/7
"1 bedroom 1 bath fully renovated $1,450",1br,1450,staten island,2/7
SUN BLASTED EAST VILL 2 BED DIGS - PRIME LOCATION___A STEAL!,2br,3495,east village,2/7
"3 bedrooms 1 bath fully renovated Staten Island $2,500",3br,2500,staten island,2/7
NEW! Rent Stabilized 1BR Apartment in Sunset Park gowanus slope,1br,1708,sunset park,2/7
BRIGHT NEWLY MINTED CHELSEA 1 BED DIGS - PRIME LOCATION - RARE FIND,1br,3495,chelsea,2/7
SPACIOUS SUNNY MURRAY HILL ALCOVE STUDIO OASIS___FULLY LOADED BLDG!,studio,2995,murray hill,2/7
SUN BLASTED CHELSEA ALCOVE STUDIO - FULLY LOADED DOORMAN BLDG_A STEAL!,studio,2595,chelsea,2/7
BRIGHT NOLITA CORNER 3 BED STUNNER__PRIME LOCATION!,3br,4995,nolita / bowery,2/7
RARE LOFTY FLATIRON ALCOVE STUDIO___FULLY LOADED DOORMAN BLDG!!!,studio,3495,flatiron,2/7
DITMAS PARK- - -2-BEDROOMS APARTMENT,2br,3000,ditmas park,2/7
"FIRST FLOOR, 2BDS APARTMENT",2br,2300,canarsie,2/7
~~PROSPECT HEIGHTS NEWEST LUXURY~~~MAGNIFICENT CITY VIEWS~~NATURAL LIG,,3595,prospect heights,2/7
OCEAN VIEW~~CONEY ISLAND'S FINEST~~3 MONTHS FREE~~~SPACIOUS CLOSETS~~~,,2292,brooklyn,2/7
Large real 3 bed flex brownstone steps to train and all must see.,3br,3000,crown heights,2/7
Beautiful large sunny Studio next to F & N Trains must see,studio,1525,bensonhurst,2/7
####### 3 Bedrooms apartment for rent #######,3br,2100,yonkers,2/7
S. Williamsburg Prewar Renovated 3 Bed 2 Full Bathroom,3br,3800,williamsburg,2/7
Renovated 1 bed** Sunny** Spacious,1br,1845,new york,2/7
E. Williamsburg 1100 sq ft Renovated Loft with Manhattan View,,4500,east williamsburg,2/7
Luxurious One Bedroom Condo,1br,2650,white plains,2/7
Doorman Luxury Apartment Fully Furnished,1br,4850,midtown west,2/7
1 BEDROOM TRAVIS NEAR WEST SHORE EXP,1br,1600,travis,2/7
1 bath near C and  J train,2br,2999,bed-stuy,2/6
Spectacular Apartment Available,2br,2300,richmond hill / south ozone park,2/6
Williamsburg Rent Stabilized luxury building w balcony + amenities!,1br,3355,williamsburg,2/6
Private Outdoor space*Exposed brick new Everything*Gas included*Park a,3br,2600,bedford-stuyvesant,2/6
🔥Modern New Duplex *Private Backyard *Lots of Windows NO FEE!!,2br,2600,"bushwick right at j,z,a,l,c. subways",2/6
69th Street (btw Northern Blvd & 34th Ave),3br,3400,woodside,2/6
AMAZING UPDATED 2 BEDROOM APARTMNET,2br,2500,astoria,2/6
RENOVATED STUDIO WALK-IN APARTMENT,studio,1600,maspeth,2/6
44TH STREET AND 43RD AVE TWO BEDROOMS NEAR #7 TRAIN AND 30MIN TO N Y,2br,2250,sunnyside,2/6
Modern 1 bed in New Development!!,1br,2300,crown heights,2/6
STUNNING 2 BED!! PRIME LOCATION,2br,2800,bedford stuyvesant,2/6
DUPLEX IN PRIME LOCATION!!,3br,3200,clinton hill,2/6
W/D IN UNIT! STUNNING DUPLEX/ OUTDOOR SPACE!,4br,3200,flatbush,2/6
BRAND NEW 2 Bed 1.5 Bath Laundry in unit NO FEE,2br,3400,bedstuy,2/6
3 BED 1 BATH//Dishwasher//Laundry in building//NO FEE!!!,3br,2795,crown heights,2/6
PORT MORRIS * 2 BED * 2 BATH * LUXURY * NEW BLDG * GYM * LAUNDRY,2br,3500,port morris,2/6
SOHO LUXURY 1 BEDROOM,1br,3995,soho,2/6
Gorgeous 3 Bed 1.5 Bath available in the Heart of Crown Heights!,3br,2899,"crown heights, near a/c & s train lines",2/6
2 Bed w/ in-unit Washer + Dryer & Backyard!,2br,2599,"flatbush, near winthrop 2 and 5 train lines.",2/6
studio for rent,studio,1475,brooklyn,2/6
240 #3P A TWO BEDROOM STEAL!!,2br,2450,brooklyn,2/6
44TH STREET AND 43RD AVE TWO BEDROOMS NEAR #7 TRAIN AND 30MIN TO N Y,2br,2250,sunnyside,2/6
Charming one bedroom apartment next to Central Park,1br,3700,upper east side,2/6
"AMAZING LOCATION! HALF Block from Maria Hernadez, Jefferson L Train!!!",3br,3000,bushwick,2/6
* NO FEE 4 BED/2BA * IN UNIT LAUNDRY * HEAT AND HOT WATER INCLUDED *,4br,5699,prospect heights,2/6
HARLEM/CENTRAL PARK NORTH VIEW  NO FEE ONE BEDROOM,1br,2499,harlem / morningside,2/6
East Harlem/Madison Avenue  Sunny Studio,studio,1699,harlem / morningside,2/6
40TH STREET AND 43RD AVE ONE BEDROOM NEAR #7 TRAIN AND 30MIN TO N Y  C,1br,1695,sunnyside,2/6
White Plains Stunner!!,5br,10000,white plains,2/6
Beautiful five bedroom fully renovated,5br,4179,bronx,2/6
"Great deal in Williamsburg , heat and hot water are included",,1925,williamsburg,2/6
Hermoso apartamento primer piso,3br,3200,east elmhurst,2/6
NATURAL LIGHT**WATER VIEWS **NO BROKER FEE**MUST SEE**,,2860,financial district,7h ago
Spacious 3 bed 1 bath apt near Maria Hernedez,3br,3300,bushwick,7h ago
Spacious 1 Bedroom Apartment!! NO FEE Crownheights,1br,2300,crownheights,7h ago
3 Bed 2 Bath GREAT DEAL,3br,2800,bedstuy,7h ago
PET OK*RIVERVIEW*HUGE*MINT COND.*CLOSE TO RR/SHOPS,2br,2800,dobbs ferry,7h ago
2BR Ranch House for Short -Term Rental,2br,2800,stamford,7h ago
3 BED 1 BATH//Dishwasher//Laundry in building//NO FEE!!!,3br,2795,crown heights,7h ago
MASSIVE 4 BED IN BUSHWICK!! SHARED YARD 🌳,4br,3799,brooklyn,7h ago
BRAND NEW 2 Bed 1.5 Bath Laundry in unit NO FEE,2br,3400,bedstuy,7h ago
TOP FLOOR=LARGE CLOSETS=MASSIVE SPACE=BRIGHT=HIGH CEILING=FREE GYM,1br,2890,financial district,7h ago
2 BRs/2 Baths_2 BALCONIES_Elevator_Pet Ok__SUNSET PARK SLOPE GREENWOOD,2br,2750,sunset park @ industry city,7h ago
REMARKABLE CONDO FINISHES=TOP FLOOR=NEW CONSTRUCTION=CITY VIEW,4br,4900,financial district,7h ago
2 BRs/2 Baths_2 BALCONIES_Elevator_Pet Ok____SUNSET PARK INDUSTRY CITY,2br,2750,sunset park @ industry city,7h ago
East Village Gem NO FEE,3br,6000,east village,7h ago
No Fee 3bed/1bath in Stuy Heights,3br,3250,brooklyn,7h ago
No Fee 2bed/1bath $2350,2br,2350,brooklyn,7h ago
NO FEE! Spacious 2 Bed in Prime Location with 1 Month FREE!,2br,3624,brooklyn,7h ago
No Fee - UES Studio with balcony - $2500,studio,2500,upper east side,7h ago
Live the dream life in our gorgeous community! Stop by for a tour!,2br,2890,yonkers,7h ago
*AMAZING* SUNNY 3 BED 1.5 BATH WITH W/D IN UNIT IN PRIME BUSHWICK!,3br,3300,bushwick,7h ago
GORGEOUS 3 BED PROSPECT PARK SOUTH!!,3br,2850,prospect park south,7h ago
BEAUTIFUL 3 BEDROOM!! STEAL DEAL!!,3br,2750,flatbush,7h ago
HOT DEAL!! GORGEOUS 3 BED!!! RENOVATED!!,3br,2795,crown heights,7h ago
STEAL DEAL!!! LARGE STUDIO!!! SMALL BUILDING,studio,1640,stuyvesant heights,7h ago
Room C av for rent - last vacancy,4br,970,inwood / wash hts,8h ago
NO FEE!! Newly Renovated Sleek Studio in Brooklyn!,studio,1911,brooklyn,8h ago
Morris Avenue - Studio Apt - No Fee!  Elevator Building,studio,1295,morris ave (fordham rd area,8h ago
spacious one bedroom available now,1br,1550,yonkers,8h ago
No fee!- Large 2BR in a Central Williamsburg location!- By the Sway!,2br,3300,williamsburg,8h ago
"$2,25o 2Bed 1Bath w/Rooftop+Elevator+Laundry",2br,2,25mins to midtown - new condo building,8h ago
Private House Three Bedroom_Kitchen_Bath_Close to All Transportation,3br,2695,flatbush/flatlands,8h ago
42nd st sun drenched 1BR river views of New Jerse,1br,4900,midtown west,8h ago
HUGE 4 BED 1.5 BATH IN CROWN HEIGHTS! SPACIOUS ROOMS W/ LOTS OF LIGHT,4br,2700,crown heights,8h ago
MASSIVE 4 BED 1 BATH DUPLEX IN SWEET BUSHWICK LOCATION! NO BROKERS FEE,4br,3200,bushwick,8h ago
MASSIVE 2 BED 1 BATH W/ PRIVATE YARD IN OCEAN HILL! NO BROKER’S FEE,2br,2400,ocean hill,8h ago
PET OK*2 BATHR.*LAUNDRY*GARAGE*SPACIOUS*EASTCHESTER SCH.*CLOSE TO RR**,2br,3150,scarsdale,8h ago
*ENORMOUS 1 BED 1 BATH W/ OFFICE ROOM IN BUSHWICK FOR A GREAT PRICE!*,1br,2500,bushwick,8h ago
"*IMMACULATE 3 BED 3 BATH IN CROWN HEIGHTS! LAUNDRY & ROOF, NO FEE!*",3br,3150,crown heights,8h ago
VERY UNIQUE 3BR APT IN BENSONHURST,3br,2800,brooklyn,8h ago
Luxury Penthouse Studio (SKY) No Fee,studio,5200,midtown west,8h ago
"Duplex 2Br, 2 Bath, Bell Blvd, Lirr",2br,2450,bayside,8h ago
"Chic urban living at Residences on Bedford! 1 bed, 1 bath available!",1br,1975,stamford,8h ago
Make your home with us! Lovely community with great style!,2br,3545,elmsford,8h ago
"""ULTIMATE APT!"" BEAUTIFUL(LUXURY)4BR/3BA-VIRT DM/ELV/GYM-WD UNIT-SS-DW",4br,17500,upper east side,8h ago
Large Two Bedroom Apartment_Elevator_Laundry_Close to All,2br,2500,east flatbush/brooklyn,8h ago
3 Bedroom Apt for rent,3br,2200,yonkers,8h ago
"""ABSOLUTE CLASS"" GORGEOUS GIGANTIC 1BR-DM/ELEV/LNDRY/GYM-DW-CENTRAL PK",1br,3800,upper east side,2/7
THIS IS A PEARL!! ELEV/LNDRY/LIVE IN SUPER-VIRT DM-DW-4 WINDOWS-SUNLIT,,2650,murray hill,2/7
"🌼 Beautiful Studio 🌼 W/D in Building  🌼 Great price, Great location",studio,1895,bushwick,2/7
"🌼 Beautiful 2bd/1Bath 🌼Great location, W/D in Building,",2br,2500,crown heights,2/7
🌼 Beautiful 1bd/1 Bath & Private outdoor Space 🔥 Prime location,1br,2850,clinton hill,2/7
🌼 Beautiful 2bd/1Bath & W/D in Building 🔥 Prime location,2br,2800,crown heights,2/7
"🌼 Beautiful 5bd/3Bath + Private Roof Deck  🌼Great location,",5br,4500,crown heights,2/7
"@ 1Fl renovated 3bed/2bath Apt w/i ""All Utilities/ Backyard"" @",3br,2600,"auburndale, ny",2/7
Hells Kitchen 3 Bedroom for A GREAT Price,3br,5495,midtown west,2/7
Great 1 Bedroom with Elevator,1br,2300,harlem / morningside,2/7
Luxury 1 Bed | 1 Bath - 1 MONTH FREE,1br,2500,maspeth,2/7
BRAND NEW 3 BEDROOM 2 BATHROOMS. HASA CITYFHEPS WELCOME,3br,3200,bronx,2/7
LARGE NEW 3 BEDROOM 2 BATHROOMS. CityFheps welcome,3br,3200,bronx,2/7
"Rarely avail. real 3BR/1bth nr R 46th St pets ok newly reno,3/1/23 mv",3br,2899,astoria,2/7
"@ 1Fl renovated 1bed/1bath Apt w/i ""All Utilities"" @",1br,1850,"fresh meadows, ny",2/7
Luxury 2 Bed | 2 Bath Apartment - 1 MONTH FREE!,2br,3050,maspeth,2/7
3BR Flex 4BR 1300sft. Pre-War Next To Brower Park,4br,3500,crown heights north historic district,2/7
**Brand new 4 bed/ 2 bath in Prime East Village w/ W/D avail NOW!**,4br,7995,east village,2/7
Luxury 2 Bed | 2 Bath Apartment - 1 MONTH FREE!,2br,3050,maspeth,2/7
"@ 1Fl new 1bed/1bath Apt w/i ""All Utilities"" in a newly built home @",1br,1900,"fresh meadows, ny",2/7
"1 bedroom 1 bath fully renovated $1,450",1br,1450,staten island,2/7
SUN BLASTED EAST VILL 2 BED DIGS - PRIME LOCATION___A STEAL!,2br,3495,east village,2/7
"3 bedrooms 1 bath fully renovated Staten Island $2,500",3br,2500,staten island,2/7
NEW! Rent Stabilized 1BR Apartment in Sunset Park gowanus slope,1br,1708,sunset park,2/7
BRIGHT NEWLY MINTED CHELSEA 1 BED DIGS - PRIME LOCATION - RARE FIND,1br,3495,chelsea,2/7
SPACIOUS SUNNY MURRAY HILL ALCOVE STUDIO OASIS___FULLY LOADED BLDG!,studio,2995,murray hill,2/7
SUN BLASTED CHELSEA ALCOVE STUDIO - FULLY LOADED DOORMAN BLDG_A STEAL!,studio,2595,chelsea,2/7
BRIGHT NOLITA CORNER 3 BED STUNNER__PRIME LOCATION!,3br,4995,nolita / bowery,2/7
RARE LOFTY FLATIRON ALCOVE STUDIO___FULLY LOADED DOORMAN BLDG!!!,studio,3495,flatiron,2/7
DITMAS PARK- - -2-BEDROOMS APARTMENT,2br,3000,ditmas park,2/7
"FIRST FLOOR, 2BDS APARTMENT",2br,2300,canarsie,2/7
~~PROSPECT HEIGHTS NEWEST LUXURY~~~MAGNIFICENT CITY VIEWS~~NATURAL LIG,,3595,prospect heights,2/7
OCEAN VIEW~~CONEY ISLAND'S FINEST~~3 MONTHS FREE~~~SPACIOUS CLOSETS~~~,,2292,brooklyn,2/7
Large real 3 bed flex brownstone steps to train and all must see.,3br,3000,crown heights,2/7
Beautiful large sunny Studio next to F & N Trains must see,studio,1525,bensonhurst,2/7
####### 3 Bedrooms apartment for rent #######,3br,2100,yonkers,2/7
S. Williamsburg Prewar Renovated 3 Bed 2 Full Bathroom,3br,3800,williamsburg,2/7
Renovated 1 bed** Sunny** Spacious,1br,1845,new york,2/7
E. Williamsburg 1100 sq ft Renovated Loft with Manhattan View,,4500,east williamsburg,2/7
Luxurious One Bedroom Condo,1br,2650,white plains,2/7
Doorman Luxury Apartment Fully Furnished,1br,4850,midtown west,2/7
1 BEDROOM TRAVIS NEAR WEST SHORE EXP,1br,1600,travis,2/7
1 bath near C and  J train,2br,2999,bed-stuy,2/6
Spectacular Apartment Available,2br,2300,richmond hill / south ozone park,2/6
Williamsburg Rent Stabilized luxury building w balcony + amenities!,1br,3355,williamsburg,2/6
Private Outdoor space*Exposed brick new Everything*Gas included*Park a,3br,2600,bedford-stuyvesant,2/6
🔥Modern New Duplex *Private Backyard *Lots of Windows NO FEE!!,2br,2600,"bushwick right at j,z,a,l,c. subways",2/6
69th Street (btw Northern Blvd & 34th Ave),3br,3400,woodside,2/6
AMAZING UPDATED 2 BEDROOM APARTMNET,2br,2500,astoria,2/6
RENOVATED STUDIO WALK-IN APARTMENT,studio,1600,maspeth,2/6
44TH STREET AND 43RD AVE TWO BEDROOMS NEAR #7 TRAIN AND 30MIN TO N Y,2br,2250,sunnyside,2/6
Modern 1 bed in New Development!!,1br,2300,crown heights,2/6
STUNNING 2 BED!! PRIME LOCATION,2br,2800,bedford stuyvesant,2/6
DUPLEX IN PRIME LOCATION!!,3br,3200,clinton hill,2/6
W/D IN UNIT! STUNNING DUPLEX/ OUTDOOR SPACE!,4br,3200,flatbush,2/6
BRAND NEW 2 Bed 1.5 Bath Laundry in unit NO FEE,2br,3400,bedstuy,2/6
3 BED 1 BATH//Dishwasher//Laundry in building//NO FEE!!!,3br,2795,crown heights,2/6
PORT MORRIS * 2 BED * 2 BATH * LUXURY * NEW BLDG * GYM * LAUNDRY,2br,3500,port morris,2/6
SOHO LUXURY 1 BEDROOM,1br,3995,soho,2/6
Gorgeous 3 Bed 1.5 Bath available in the Heart of Crown Heights!,3br,2899,"crown heights, near a/c & s train lines",2/6
2 Bed w/ in-unit Washer + Dryer & Backyard!,2br,2599,"flatbush, near winthrop 2 and 5 train lines.",2/6
studio for rent,studio,1475,brooklyn,2/6
240 #3P A TWO BEDROOM STEAL!!,2br,2450,brooklyn,2/6
44TH STREET AND 43RD AVE TWO BEDROOMS NEAR #7 TRAIN AND 30MIN TO N Y,2br,2250,sunnyside,2/6
Charming one bedroom apartment next to Central Park,1br,3700,upper east side,2/6
"AMAZING LOCATION! HALF Block from Maria Hernadez, Jefferson L Train!!!",3br,3000,bushwick,2/6
* NO FEE 4 BED/2BA * IN UNIT LAUNDRY * HEAT AND HOT WATER INCLUDED *,4br,5699,prospect heights,2/6
HARLEM/CENTRAL PARK NORTH VIEW  NO FEE ONE BEDROOM,1br,2499,harlem / morningside,2/6
East Harlem/Madison Avenue  Sunny Studio,studio,1699,harlem / morningside,2/6
40TH STREET AND 43RD AVE ONE BEDROOM NEAR #7 TRAIN AND 30MIN TO N Y  C,1br,1695,sunnyside,2/6
White Plains Stunner!!,5br,10000,white plains,2/6
Beautiful five bedroom fully renovated,5br,4179,bronx,2/6
"Great deal in Williamsburg , heat and hot water are included",,1925,williamsburg,2/6
Hermoso apartamento primer piso,3br,3200,east elmhurst,2/6
---33RD FLOOR----NO FEE-------SUN DRENCHED----- 5 MIN TO MIDTOWN,,3080,long island city,2/6
MASSIVE 'NO FEE' 3B/3BA DUPLEX  W/OUTDOOR SPACE NEAR MUSEUM AND PARK,,7250,"crown heights, prospect heights",2/6
"*Sunny,  Super Nice, with Garden/Patio, Parking avl, 1 stop Manhattan",,2100,mott haven/south bronx,2/6
Great community for great people! Visit today!,,2240,stamford,2/6
Old Mill Basin 1BR Unit Everything Included Available ASAP,1br,2200,"brooklyn, ny",2/6
1119 Saint Mark's Avenue #4A,,3100,brooklyn,2/6
Amazing Furnished charming studio located in of Chelsea. Luxury Buildi,studio,2700,chelsea,2/6
"Amazing views and serene living can be yours! 1 Bd, 1 Ba, 768 SqFt!",1br,2080,stamford,2/6
Stunning Studio located in the UWS. 1 block away to Central Park 1 mon,studio,3000,upper west side,2/6
High Floor 2 Bedroom with unobstructed views of Manhattan,2br,5000,long island city,2/6
large 1Br in the center of White plains,1br,2800,white plains,2/6
Stunning Renovated Short term 1 bed. Luxury building NoMad,1br,5000,flatiron,2/6
🔥Crown Heights🔥LUXURY NEW🔥3BR/LAUNDRY🔥GYM Balcony/NO FEE 2/5 TRAIN,3br,2599,crown heights,2/6
🛑BUSHWICK🛑Large 3BR/1Bath Duplex/ @L/M Train No Fee,3br,3299,bushwick,2/6
GORGEOUS LOFT-LIKE ‘NO FEE’ 3B/2BA  AVAIL NOW WITH W/D NEAR THE PARK,,3550,"flatbush, prospect park",2/6
Studio Apartment In an elevator building,studio,1550,woodside,2/6
PRIME LOCATION------2 BEDROOM------WASHER/DRYER IN UNIT------WALKUP--,2br,2850,astoria,2/6
NO FEE. 1 Bedroom with stunning views located in Downtown Brooklyn.,1br,3799,downtown brooklyn,2/6
Spacious Studio in Lincoln Square,studio,2550,upper west side,2/6
Stunning Rent Stabilized 2 bedroom Located in Midtown West.,2br,4800,midtown west,2/6
"$1,9oo 1Bed 1Bath w/Dishwasher+W/D+Courtyard+Laundry ~ LIC, Queens",1br,1,10mins to manhattan - lowery st,2/6
Renovated Brownstone Apartment - Close to C train - No Fee,,3000,new york,2/6
Amazing Huge 2BR/ washer/dryer / near transpotation,2br,2999,upper  astoriaditmars,2/6
Upper East Side 1 bed 1 bath between 2nd and 3rd UES MOVE IN ASAP,1br,2775,upper east side,2/6
BRAND NEW BUILDING - 1 Bed 1 Bath in Williamsburg!,1br,4569,brooklyn,2/6
"1 month rental, March 1-30",,4900,greenpoint,2/6
APARTMENTO RENOVADO DE 2 HABITACIONES,,1750,bronx,2/6
Ridgehill 2BR Parking Laundry by Roberts Ave,2br,2600,yonkers,2/6
"Prewar 2BR, Elevator/Laundry; Shares/Couple; Kensington Prospect Park",2br,2500,kensington,2/6
"1 BEDROOM ""EASY RENTAL""",1br,1800,ozone park/cypress hills,2/6
Balcony in living room - 4 bed 2 bath,4br,3999,brooklyn,2/6
1 bedroom/1 bathroom in nice apartment building-Harlem,1br,1700,harlem / morningside,2/6
"Live in luxury: Experience the elegance of this 2-bed, 2-bath Condo in Ridgewood",2br,3498,brooklyn,2/6
3 Bedroom in Prime Bushwick! Feb 1st or asap move in!,3br,3500,brooklyn,2/6
Garden level 2 bed/1 bath residence with backyard access!,2br,2999,prospect lefferts gardens,2/6
NO FEE | H/HW INCLUDED | EXPOSED BRICK Currently priced to GO!,,2500,brooklyn,2/6
LARGE STUDIO FIDI 24H DOORMAN BUILDING,studio,3100,financial district,2/6
Large 2 bedroom in Bedstuy - price to go,2br,3200,brooklyn,2/6
Williamsburg-1 Bed-2 blocks from park-1 blocks from L train,1br,3000,brooklyn,2/6
1 Bed 1 Bath ***NO FEE***,1br,2387,bronx,2/6
3 BED 1 BATH//Dishwasher//Laundry in building//NO FEE!!!,3br,2795,crown heights,2/6
Beautiful 3 BD at 410 East 13th street,3br,3395,east village,2/6
"Gorgeous (1 Bed) By E/F Trains | Elevator/Laundry, Utilities Included",1br,1950,briarwood / kew gardens / forest hills / rego park,2/6
*No Fee Stunning & Spacious 3BR APT! Washer & Dryer In Unit*,3br,2500,glendale,2/6
Rooms For Rent In Brooklyn,,1000,brooklyn,2/6
Gorgeous spacious 1 bed available March 3,1br,2850,williamsburg,2/6
50 Prince Elevator/Laundry. Classic Nolita BLDNG W Cache,,4395,soho,2/6
Beautiful 1BR in Black Rock!! Black Rock Gardens,1br,1725,bridgeport,2/6
1 Astor Place. A hot luxury doorman loft building. Amazing. actual Pic,,3600,east village,2/6
W/D In unit---Amazing street view---Priced below Market Won't Last!,,3295,east village,2/6
Spacious -1 Months Free -apartment located in Greenwood Heights,,4375,brooklyn,2/6
235 W 22nd Doorman Luxury Studio. Big & Beautiful!,studio,3500,chelsea,2/6
Beautiful 1BR in Black Rock!! Cypress Apts.,1br,1705,bridgeport,2/6
"NO FEE Rent Stabilized 1 Bed With Walls of Windows, W/D in unit ,pool",1br,5170,financial district,2/6
"246 W 22nd St, South Facing Bright 2nd Floor Walk Up Classic! 3D Tour",,2950,chelsea,2/6
19 St. Marks- Amazing Ultra Bright Warehouse Style Lofted 1 bed. Eleva,1br,3375,east village,2/6
